date,GPP.daily,GPP.daily.lower,GPP.daily.upper,ER.daily,ER.daily.lower,ER.daily.upper,K600.daily,K600.daily.lower,K600.daily.upper,warnings,errors
2019-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,data don't start when expected
2019-06-19,5.099878028379664,4.268871239658801,5.949011309763113,-2.9986570893831983,-3.9348165204548406,-2.04252145743727,10.787645309642057,9.502510200793838,12.252764431684781,overall warnings,
2019-06-20,4.778403872367868,3.95928502386769,5.592436458891026,-2.68290359343506,-3.6181153221843085,-1.7317145895107808,10.75122405889326,9.500983534897351,12.141214225941058,overall warnings,
2019-06-21,4.762557685553608,3.9562456224101488,5.574539831917551,-2.5757125735908803,-3.44973559972038,-1.6767742133735872,10.892123604129184,9.63518666329634,12.24159426584052,overall warnings,
2019-06-22,5.179743302139819,4.326762769979854,6.028098653001074,-2.834304218135011,-3.7777089885110984,-1.9116468495601733,11.003113954466194,9.733928875067821,12.388318263060132,overall warnings,
2019-06-23,5.7523539025906665,4.884218137976823,6.620912222159455,-3.358216091284506,-4.267181916958045,-2.4151934828513846,11.125810843731696,9.909410099561951,12.563875591372568,overall warnings,
2019-06-24,5.726702777664713,4.838234446678542,6.638542849889957,-3.6502533317525265,-4.596908979725913,-2.67947530633528,11.2943906656782,10.003203917787323,12.702338597898724,overall warnings,
2019-06-25,5.749994931254532,4.868108888618467,6.653620265524827,-3.884100295243524,-4.839620395625835,-2.9111027812304697,11.145588857274127,9.886862268870177,12.62994798099809,overall warnings,
2019-06-26,4.365092335228863,3.5620535104122397,5.184418930716993,-2.8023066133867434,-3.7782503464128108,-1.8737497484972654,11.179432699587544,9.825833247561649,12.702566542571645,overall warnings,
2019-06-27,5.810671816639379,4.91599253050272,6.71215524230679,-3.15278680148755,-4.070235392525048,-2.1697839926437013,11.338538246557336,9.990674693536144,12.835334773994946,overall warnings,
2019-06-28,6.300413295743017,5.441516238887472,7.215563813737594,-3.567771473333766,-4.471136870836741,-2.6524286894355855,11.342419490813418,10.086585236959744,12.770226729841193,overall warnings,
2019-06-29,6.81474375342723,5.893654211465976,7.729683782939158,-3.653639141539718,-4.584383581343507,-2.760855832582153,11.174090610585774,10.008250820769296,12.545471114940392,overall warnings,
2019-06-30,7.360692420220941,6.354185713248872,8.411407162309564,-4.569639159830816,-5.55009562182146,-3.608865117669657,11.668784358141345,10.377745345653587,13.249915452710887,overall warnings,
2019-07-01,7.25603063436363,6.371358211229684,8.151836369109345,-3.8100384646065906,-4.709883515736095,-2.8935536867453138,10.970851023214276,9.82290713448923,12.220410536263836,overall warnings,
2019-07-02,7.642731345531336,6.709222422330211,8.60949262469321,-4.3163547795885755,-5.290622652461929,-3.4063781737264884,11.025843272453493,9.886069902740266,12.269612968927373,overall warnings,
2019-07-03,8.405824106791048,7.425579027601203,9.39277634458419,-4.583323913729609,-5.5178946659293135,-3.5986214248802324,11.15090011841677,10.029406601853974,12.366252465291115,overall warnings,
2019-07-04,8.880964876516618,7.963092732248652,9.891648748258607,-4.9983424847592435,-5.943962153516934,-4.034636148894669,11.02504654890502,9.933988818414495,12.182373236261828,overall warnings,
2019-07-05,9.496068421964027,8.515705175412615,10.472816245734993,-5.153461380384834,-6.065444262128644,-4.238468271812542,10.81704341276475,9.793331687725235,11.85357109816549,overall warnings,
2019-07-06,10.102436601789995,9.078212358688546,11.150637051197746,-5.455489553930062,-6.357880468880495,-4.4535903499787315,11.318371292634207,10.236822070605454,12.504638811177884,overall warnings,
2019-07-07,10.492649963633234,9.522965572689193,11.536821354729113,-6.107096267176626,-7.041394956502253,-5.134473370014,10.94919406390656,9.983613950743168,12.00178412717678,overall warnings,
2019-07-08,10.939243938702838,9.93262840274968,12.039009972696473,-6.213680482813973,-7.1820651560983855,-5.272797055411748,11.175408508030184,10.233983480716812,12.230645151124273,overall warnings,
2019-07-09,7.9760516791046845,7.0949079369009915,8.970683336208404,-4.730899056912073,-5.652828810513192,-3.7922263318009986,11.131003682753537,9.968436162991633,12.425161956974247,overall warnings,
2019-07-10,10.986120307473099,9.973506407277759,12.007479647857357,-6.5028853097966905,-7.472575763873577,-5.58225906557729,10.919531641782697,9.96713215516512,11.94101472052976,overall warnings,
2019-07-11,10.560477749580029,9.545315006204204,11.527794264451218,-6.27606040974617,-7.239945176671634,-5.304398935206784,10.776940573859882,9.819790191792752,11.711609301058475,overall warnings,
2019-07-12,11.112208311588178,10.125139366152482,12.11859426134528,-7.108158368981234,-8.124042368359367,-6.133706885173153,10.759360836112638,9.825890598048312,11.72244240315447,overall warnings,
2019-07-13,11.066516525742976,10.079555749624259,12.079357820258709,-7.078000335520619,-8.07181173312166,-6.081444994567274,10.608439718826972,9.712224620246868,11.565533169364993,overall warnings,
2019-07-14,11.342772972143802,10.346156379755106,12.380936173558279,-7.003266487210357,-7.981231801301324,-6.047722852632495,10.776405406501137,9.871975291762366,11.741402639347807,overall warnings,
2019-07-15,11.33355751963694,10.31098424028101,12.375855423584444,-7.06500005153145,-8.05636660891476,-6.080374528417261,10.972455989014826,10.002474960392153,11.965002553723979,overall warnings,
2019-07-16,11.352778954094127,10.378223614552681,12.403122173405709,-7.338425669891944,-8.368342053033192,-6.369040333633865,10.5068815389175,9.610433997808387,11.459923584116932,overall warnings,
2019-07-17,11.309326475259436,10.280931062007689,12.27166726811753,-7.624351178235895,-8.575116045508759,-6.6609100911866195,10.260094359700506,9.395455848657464,11.145781945262474,overall warnings,
