date,GPP.daily,GPP.daily.lower,GPP.daily.upper,ER.daily,ER.daily.lower,ER.daily.upper,K600.daily,K600.daily.lower,K600.daily.upper,warnings,errors
2019-07-18,11.66835174526179,10.679598067978713,12.682291051967185,-8.139489958831499,-9.113945978714964,-7.155263781622277,10.276654653254077,9.38086914807116,11.165281760880916,overall warnings,
2019-07-19,11.852178329151688,10.88677918996827,12.891653262353554,-8.428127200997562,-9.459309805490745,-7.460496661461625,10.323527813563983,9.48994769216755,11.204790765875364,overall warnings,
2019-07-20,11.5127186083168,10.506142853751589,12.429101886744133,-8.073199983746768,-9.065936214233345,-7.070706553313598,10.087778732039023,9.217121748725456,10.928310998898219,overall warnings,
2019-07-21,11.19737034739034,10.267794737235382,12.154118935621828,-7.511895022185113,-8.499836238305983,-6.581535369923126,9.768223670976932,8.95739760503865,10.591706041658355,overall warnings,
2019-07-22,11.988541866231593,11.007061091556995,12.930950649297516,-7.875953875388339,-8.83292594546414,-6.90799594265947,10.033597294512383,9.220465616196197,10.85581016914745,overall warnings,
2019-07-23,11.883207924768868,10.928063222629225,12.896871739537044,-7.552637268289891,-8.598746426610209,-6.629351060525084,10.002007519934853,9.212208360971452,10.84077683323327,overall warnings,
2019-07-24,12.3213088345816,11.32680626831993,13.287434534859981,-7.7226125918186,-8.711548994735212,-6.799115645437591,10.066279811367725,9.271669171735146,10.850335855618274,overall warnings,
2019-07-25,13.11479776037996,12.022179477482535,14.181850337800258,-8.9843448142291,-10.01412346102392,-7.929063012920643,11.214962731329678,10.305277285144875,12.169406869787029,overall warnings,
2019-07-26,12.967568717731996,11.969679995125196,13.979406972209109,-8.018791354652945,-8.960837694473076,-7.091420230163319,10.032377288698916,9.240401444512779,10.851729883176537,overall warnings,
2019-07-27,12.529280940175113,11.534560204757817,13.511560144896636,-7.69979358328517,-8.633244690475236,-6.738659457843124,10.278803684894877,9.464149890656959,11.095392118928475,overall warnings,
2019-07-28,13.648776512204492,12.60923180592409,14.705348829979224,-8.971091790392826,-9.991618574899267,-7.973982446388326,10.27773421514484,9.457137186594084,11.103111229913457,overall warnings,
2019-07-29,13.810315653255547,12.83677467589544,14.805892598088919,-9.437240068268949,-10.420954926280537,-8.473641602517949,10.148887023190174,9.405612578989823,10.925868497759437,overall warnings,
2019-07-30,13.839812636913086,12.869517401938467,14.831192183212782,-9.705286843057422,-10.679398576423779,-8.75095160907155,9.982925156107054,9.242671149910452,10.737687257810613,overall warnings,
2019-07-31,14.345765464715281,13.352782168095194,15.340304436571286,-10.3008046416169,-11.27735535918264,-9.335625950690403,10.017377037581435,9.312846471159324,10.744317778183662,overall warnings,
2019-08-01,14.490302882932154,13.507146678730903,15.436901278377295,-10.543345925810407,-11.467117704817818,-9.520482637468817,9.993265476737946,9.284524009849497,10.695385050048003,overall warnings,
2019-08-02,14.694539874580013,13.683154253485053,15.661275303128225,-11.026985034927083,-12.024967838022679,-9.996457670721604,10.062117760951818,9.328054866854997,10.767607698675482,overall warnings,
2019-08-03,14.972241338750392,13.93331156762547,15.966727064078869,-11.882505869814562,-12.872030045069266,-10.8485778497567,10.149663596152614,9.406643024424184,10.835149073471895,overall warnings,
2019-08-04,12.892767723170106,12.009364002418478,13.803347853264428,-8.937351172768464,-9.892275135214359,-8.00721731701356,9.031848282319991,8.377968593840805,9.689152196122372,overall warnings,
2019-08-05,12.695450626123431,11.775055459156114,13.590430328419407,-9.123458026911816,-10.022085799380697,-8.128581445814964,8.804216429070696,8.11918450638954,9.451654724186497,overall warnings,
2019-08-06,14.923516266602022,13.897225945726849,15.958650825346124,-10.492346952132138,-11.4885182695188,-9.467671655730609,10.712720827633525,9.965332157582,11.486056712945121,overall warnings,
2019-08-07,13.903424661607701,12.860207677525684,14.936730469244939,-10.375384068318974,-11.382251281695595,-9.329236374691455,11.007905217588728,10.176288530036333,11.876563185796938,overall warnings,
2019-08-08,13.087258809889299,12.08274901263564,14.10263886635899,-9.681347509527889,-10.691627406388289,-8.66883299418899,10.836297964376723,9.99220774702769,11.708855352546731,overall warnings,
2019-08-09,9.745618037051752,8.792861870582191,10.75691632040029,-8.49181126268369,-9.591551481365501,-7.424335264984602,11.264287275527572,10.220034378091572,12.47002113555838,overall warnings,
2019-08-10,7.977644868977875,7.107836203221764,8.857898573533673,-6.26190795188262,-7.228522546939422,-5.291746349130131,11.07838542347895,9.964924411629292,12.239786692985824,overall warnings,
2019-08-11,10.219066478473525,9.2073337507722,11.216648904371691,-7.5657365900188225,-8.580588014263,-6.565100635592719,11.374975091893338,10.32275178277254,12.48179056742211,overall warnings,
2019-08-12,10.925966633435117,9.925669067813752,11.969428606478813,-8.514226572945155,-9.565808821328751,-7.462232627973615,11.33803125252567,10.35928222597743,12.420257574803742,overall warnings,
2019-08-13,11.09023397159571,10.135206350903777,12.111760658707013,-8.908938627230011,-9.980940856192461,-7.894568638629581,11.056735796179419,10.149300640598641,12.053928335297766,overall warnings,
2019-08-14,11.129207161237492,10.072600146216066,12.155598422390264,-8.618413348621466,-9.676944939227093,-7.598661278222675,11.195195348959867,10.232056222145626,12.25335952679751,overall warnings,
2019-08-15,10.864951686898227,9.883723368274799,11.879222757644026,-9.155923673641752,-10.220264561819072,-8.07291129952463,11.15175916521266,10.157406983653349,12.22097156907119,overall warnings,
2019-08-16,10.303417657054439,9.354882223327092,11.231906440956624,-8.276104713875387,-9.28377013656411,-7.248278084960588,10.990285858862821,10.010294115037498,12.002168668328045,overall warnings,
2019-08-17,10.574875171046521,9.6013686874019335,11.566727741961865,-9.204330987472709,-10.249237916282826,-8.084932749741888,11.474667541059361,10.456908426180823,12.568840662992361,overall warnings,
2019-08-18,10.146179905543022,9.229631621755761,11.044943684958863,-9.226610112098221,-10.273965467349646,-8.17868391715668,10.691586981148006,9.783209237938063,11.63495781275745,overall warnings,
2019-08-19,9.719469527406398,8.853874994396627,10.637909221826689,-8.6838838621222,-9.716585896430484,-7.681727784359474,10.649628588423493,9.678784249042122,11.641798696589353,overall warnings,
2019-08-20,9.171218382879937,8.278760843870339,10.050705866407778,-7.505680376467531,-8.530081455799978,-6.485211569322198,10.336098547896238,9.428311407104355,11.31722343445555,overall warnings,
2019-08-21,8.018154674903503,7.128615096853774,8.924367664480936,-9.0961534793117,-10.207524598206893,-7.9604120908586085,10.445000611585257,9.361504761371794,11.622101870498927,overall warnings,
2019-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,data don't end when expected
2019-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,no timesteps
2019-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,data don't start when expected; NAs in DO.obs
2019-09-14,11.140726227914232,10.268806495582378,12.043616368200134,-7.19719329911061,-8.081457072945787,-6.309974222292706,11.39726326963601,10.483301777461165,12.38202645631553,overall warnings,
2019-09-15,10.803584005888819,9.729999060186096,11.884533708160724,-7.6965352966945435,-8.709930499667578,-6.63620628791205,12.83808116515747,11.54415639989131,14.1853398181221,overall warnings,
2019-09-16,8.4029552117061,7.541055038963337,9.357648836545966,-5.565599338847058,-6.54711375515921,-4.625004568772689,12.457640427206439,11.186899450901905,13.95014420262767,overall warnings,
2019-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,data don't end when expected
