date,GPP.daily,GPP.daily.lower,GPP.daily.upper,ER.daily,ER.daily.lower,ER.daily.upper,K600.daily,K600.daily.lower,K600.daily.upper,warnings,errors
2019-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,overall warnings,data don't start when expected
2019-06-19,3.423409669528395,2.8749980383734917,3.9754800731178683,-2.2851692723235297,-3.0083376393934116,-1.4954349454178673,4.369634429382382,3.763500455800352,5.125696900632264,overall warnings,
2019-06-20,3.104861477747442,2.5512234309583612,3.63568819237335,-1.9008462229749683,-2.6491837413170374,-1.0961333642676288,4.454879388886697,3.734398121884489,5.127147582474371,overall warnings,
2019-06-21,2.912284322528921,2.355360525494773,3.4716820422703214,-1.8589096209887312,-2.610658702427015,-1.0780382219125544,4.507584359953174,3.765783384852347,5.317527987499248,overall warnings,
2019-06-22,2.829217670189358,2.251036149383773,3.386463549291636,-1.8831215171908908,-2.6505879489189597,-1.1022089366059937,4.5715069133594115,3.844567254906552,5.4471104970371504,overall warnings,
2019-06-23,2.7244028388061894,2.154401189754559,3.3485149904256684,-1.9386213821009406,-2.763141122497456,-1.1719924418981964,4.636454662508524,3.956354360038184,5.441056994365444,overall warnings,
2019-06-24,2.5789322594538806,1.9533620881373506,3.1205854605900187,-2.018581641418739,-2.7984111602498074,-1.1569861692208314,4.601915253984932,3.8865072502994327,5.420805845779475,overall warnings,
2019-06-25,2.5613867741046876,1.9980534868185638,3.1483189274065193,-1.6417330758185293,-2.43177319653838,-0.8657232862007095,4.582359069410575,3.8754548973798424,5.383709594582048,overall warnings,
2019-06-26,2.056822051843633,1.4970740660307567,2.5812129077300985,-1.168703935781382,-1.93995846903376,-0.3845994809815612,4.512974187592667,3.756066133962972,5.341827129491519,overall warnings,
2019-06-27,2.3957988119187874,1.8136244232566274,2.9521657115324427,-1.0451007185434698,-1.8280043951452778,-0.2763663353083922,4.795072442997649,4.009515802544854,5.686651547348072,overall warnings,
2019-06-28,2.358477803541579,1.7606730698486683,2.9435179145889294,-1.1208456989306657,-1.9158688033535634,-0.2942409203650738,4.761743431849825,3.989281337596369,5.636990084512351,overall warnings,
2019-06-29,2.3388377875348905,1.7785475715046941,2.9337613615046445,-1.1655101716470249,-1.9451741263570856,-0.37134335049150835,4.727890978182457,4.047532800812296,5.588250772310317,overall warnings,
2019-06-30,2.4004018041899204,1.82072043887498,2.9131518322407226,-1.2763846364800644,-2.0496521948629822,-0.5214599908083493,4.7549576960307824,3.9481808662228852,5.645488991124721,overall warnings,
2019-07-01,2.4878703754530864,1.9084402479642488,3.0423826799951854,-1.3401303834969995,-2.0790593829474497,-0.5213293193467934,4.708289932141273,3.9896278544193264,5.5416514007768924,overall warnings,
2019-07-02,2.5146655155189364,1.9207580613747048,3.0830825052597084,-1.5772654752022093,-2.418452007961365,-0.7890894797402589,4.785658795211232,4.058185722697348,5.681304704221276,overall warnings,
2019-07-03,2.4842121907094556,1.9201131543016645,3.0004184902088182,-1.645739291134595,-2.36842340560106,-0.8353272989933629,4.797371515492413,4.041922241300875,5.637416166005058,overall warnings,
2019-07-04,2.651281537554552,2.1035017733426558,3.246085700822111,-1.7681706886017667,-2.5449525447788615,-1.0351889773859355,4.815211073751362,4.045990276323782,5.8030612376525275,overall warnings,
2019-07-05,2.6204019558613427,2.061181047349365,3.213575185206929,-1.6452622683880245,-2.3944886859883203,-0.858136949185036,4.73408489336211,3.9830302811257803,5.5337516294211735,overall warnings,
