Station, Elevation
0.0, 32.68040911
0.00354843922092, 32.648753178
0.0114143282217, 32.699129185
0.0170667227417, 32.712663017
0.0173135976916, 32.713780162
0.0242744869525, 32.739197219
0.0307567534081, 32.75815841
0.0361912398055, 32.785132455
0.0417552364323, 32.787312462
0.0456013708101, 32.805221719
0.0502408914105, 32.808557311
0.0519173530478, 32.810589406
0.056229320921, 32.838379215
0.0613381069828, 32.843688363
0.0668451181005, 32.865281532
0.0723521319016, 32.881427244
0.0807315651272, 32.920525239
0.086372986244, 32.916818195
0.0920150397814, 32.946859684
0.100663170679, 32.915758593
0.106442680931, 32.925377196
0.115227205843, 32.928150086
0.121182645266, 32.937528445
0.126864046775, 32.94618416
0.135794867517, 32.929321434
0.141087450402, 32.936840295
0.146380012171, 32.944886473
0.151676632193, 32.952116469
0.160141635388, 32.952585618
0.165288152737, 32.958092439
0.170435535624, 32.962411316
0.178592879772, 32.948358486
0.18358625395, 32.954750571
0.188579829584, 32.961777656
0.193642955897, 32.965605986
0.20133375839, 32.96082896
0.206960234059, 32.96493584
0.21325082863, 32.967348515
0.219544389092, 32.973123627
0.225837609883, 32.974704972
0.232131170496, 32.977620071
0.238525358026, 32.967351172
0.244548557155, 32.971456349
0.250571467326, 32.975255898
0.256595228633, 32.978420948
0.262619062139, 32.980779324
0.268641951907, 32.985182201
0.273686581306, 32.97553689
0.279439658455, 32.980272761
0.285193295391, 32.980697563
0.290984394382, 32.986295984
0.2968809976, 32.984777741
0.302847121947, 32.990709865
0.308814287746, 32.990222593
0.314781822855, 32.995007314
0.320748980556, 32.995028682
0.323535768977, 32.99037555
0.329212688334, 32.99050122
0.334889454629, 32.994782514
0.340566541106, 32.995012837
0.346243615906, 32.997428488
0.351920459423, 33.000796768
0.357733992177, 33.002305706
0.363720226726, 33.00491326
0.369742318986, 33.003969095
0.375765102839, 33.008511709
0.381787872194, 33.009196666
0.387810193487, 33.009820165
0.393833770997, 33.011969983
0.399789617053, 33.012684861
0.405550252288, 33.017039392
0.411186795783, 33.013607104
0.416829294768, 33.018933972
0.422474775769, 33.01759657
0.428122933475, 33.020130917
0.433777523565, 33.019534421
0.439435549702, 33.023046168
0.442681861886, 33.023790719
0.44862261034, 33.030104053
0.454560819643, 33.026822325
0.460497517315, 33.02701919
0.466434376745, 33.031604317
0.473465202643, 33.02913759
0.481720710879, 33.034517044
0.490102766652, 33.029610096
0.494302464554, 33.04081836
0.50268132469, 33.039656882
0.511148841884, 33.044953645
0.519675043845, 33.042054325
0.528224835284, 33.046516129
0.53202080629, 33.045666062
0.540484232566, 33.043976301
0.548967384658, 33.046656357
0.557489867422, 33.049427268
0.568200477294, 33.048902535
0.577478089772, 33.049287094
0.585505119472, 33.056764333
0.586782126257, 33.050680102
0.59482494866, 33.060217283
0.604160884079, 33.063570218
0.613507068072, 33.059960732
0.622856649684, 33.064268789
0.632206845127, 33.068902403
0.641556662842, 33.065534413
0.650906437443, 33.079703214
0.66025326176, 33.082911324
0.669591235538, 33.083745093
0.678915726296, 33.091343267
0.688238055194, 33.097930685
0.697571024311, 33.105215372
0.706920716047, 33.111369287
0.71628570226, 33.12505219
0.725659851227, 33.12038904
0.72690459168, 33.104658212
0.736269295749, 33.118613895
0.745635851515, 33.115616745
0.75500186494, 33.122805949
0.764367974168, 33.131973645
0.773734931398, 33.137016837
0.782349972752, 33.145590616
0.790209704056, 33.147582131
0.798069919671, 33.157870736
0.805925799112, 33.156100684
0.813785353168, 33.168987015
0.821638272708, 33.174468724
0.821651365083, 33.187431826
0.82928493746, 33.194706029
0.836899883376, 33.203426458
0.844501547863, 33.209813519
0.852099001809, 33.219738525
0.859695821347, 33.223132875
0.866139413424, 33.225523351
0.867292419769, 33.234821533
0.873542898347, 33.23696559
0.880946478858, 33.246639089
0.888353103081, 33.257629241
0.895766219146, 33.266235069
0.903189579176, 33.279227505
0.910627477565, 33.291538021
0.918080467173, 33.293131102
0.922832703764, 33.291257601
0.925547100008, 33.312780899
0.930110015169, 33.312476042
0.937392997563, 33.309593203
0.94467953726, 33.324749649
0.951967217512, 33.330108138
0.959255656132, 33.341989069
0.96654373424, 33.346830528
0.973833774912, 33.355408627
0.981129844942, 33.361195097
0.988443627975, 33.372134193
0.995774754265, 33.375620009
1.00310335716, 33.385621121
1.01040799901, 33.391130151
1.01766661926, 33.3991143
1.02489570289, 33.404680619
1.03212352865, 33.410901391
1.03934982627, 33.414857043
1.04657562517, 33.424107739
1.0538021755, 33.426705946
1.0613540509, 33.435993533
1.06678191235, 33.436332284
1.07136268161, 33.428704827
1.07685789555, 33.436143231
1.0825360997, 33.439080361
1.08840657406, 33.443791888
1.09259097219, 33.430340564
1.09844449908, 33.436064555
1.10502421119, 33.439815695
1.11228600384, 33.443209763
1.11606613835, 33.43767842
1.12328395828, 33.440044098
1.13065038237, 33.443036045
1.13832420689, 33.449841185
1.14633129029, 33.447261922
1.15449948043, 33.449862455
1.16270904222, 33.454097802
1.17095246444, 33.45182381
1.1742420584, 33.44885681
1.18244139814, 33.444253724
1.19065306173, 33.446743821
1.19887099031, 33.452299091
1.20709035327, 33.449777764
1.21530972203, 33.454704724
1.22352931685, 33.448232415
1.23174893527, 33.458054366
1.23997483, 33.450709461
1.24821372526, 33.459436863
1.2564672762, 33.454569546
1.26473119115, 33.46348734
1.27298737372, 33.459815049
1.28121275806, 33.458814598
1.28940215102, 33.471620945
1.2975703174, 33.456240644
1.30367361484, 33.47691039
1.30573206464, 33.466763795
1.31192056126, 33.485715057
1.32016739549, 33.483638813
