Station, Elevation
0.0, nan
0.00723816607762, nan
0.0128302536951, nan
0.020005314116, nan
0.0252376255024, nan
0.0306274529936, nan
0.0334122489345, nan
0.0389206804893, nan
0.0427935330161, nan
0.0470801161934, nan
0.0508312630616, nan
0.054422414965, nan
0.0576132264744, nan
0.0604718782072, nan
0.0631078536378, nan
0.0655141498835, 13.053171621
0.0679498907379, 13.053154341
0.069912311102, 13.053286887
0.0717299033721, 13.053070266
0.073424508058, 13.053877887
0.075494536233, 13.051400207
0.077573598996, 13.054524777
0.0799415384713, 13.04470217
0.082030176551, 13.053503199
0.0846784666193, 13.038618244
0.0866869629816, 13.055827475
0.0901990768154, 13.05540162
0.0920740127495, 13.051592869
0.0955771616564, 13.053963934
0.0974439619803, 13.057199109
0.100938513705, 13.059992156
0.102796726611, 13.059429278
0.106283961256, 13.062822044
0.108133912065, 13.062225036
0.111613141112, 13.064805507
0.113454150126, 13.063843986
0.116758938219, 13.067131842
0.118563838245, 13.065855931
0.121850067227, 13.068813837
0.123618336657, 13.067387322
0.127074691629, 13.07018438
0.128834596803, 13.069374179
0.132282800192, 13.071763874
0.134034579567, 13.070552778
0.137474408629, 13.07300935
0.139219102694, 13.071897409
0.14265092713, 13.074278607
0.144387612278, 13.073189234
0.147811521699, 13.075298563
0.149540189451, 13.074283659
0.152958694431, 13.076317885
0.154679206389, 13.075551234
0.158098537825, 13.076967362
0.161536933158, 13.078913391
0.163240261568, 13.078101959
0.166699361903, 13.079886174
0.168393366441, 13.078898909
0.171882391103, 13.08038936
0.173566486057, 13.080132415
0.177469995015, 13.079989449
0.181426004982, 13.08242329
0.183036791585, 13.081577321
0.186606251851, 13.083182961
0.190194038503, 13.084228582
0.191781196142, 13.083486019
0.195364434125, 13.085269822
0.198951304087, 13.086516595
0.200513388444, 13.085685087
0.204087667499, 13.087017995
0.205637343526, 13.086091558
0.209198677857, 13.087623531
0.212760291096, 13.088587151
0.214284680325, 13.087854155
0.21783386143, 13.088946621
0.221383100533, 13.090695337
0.222882737525, 13.08943307
0.226419541751, 13.091327578
0.230152377654, 13.091687608
0.23160505228, 13.090884327
0.23531957962, 13.092601448
0.238840814235, 13.09329467
0.240247619937, 13.09278167
0.243756378843, 13.094053782
0.247265354201, 13.095432576
0.248647783494, 13.094189856
0.252144584702, 13.095763814
0.255640869595, 13.097076124
0.256999088424, 13.095796958
0.260483672278, 13.09736637
0.26396847765, 13.09829041
0.265302320579, 13.097593645
0.268774732009, 13.098769293
0.27224651366, 13.099451709
0.273556264895, 13.098782979
0.277016430869, 13.100082873
0.280532570613, 13.100773535
0.284064007671, 13.102499848
0.285301125394, 13.101282247
0.288747687293, 13.102470394
0.292195283949, 13.103323316
0.293408601365, 13.102411261
0.2968439177, 13.103615289
0.300278964419, 13.104690062
0.301468445763, 13.103919232
0.304892867692, 13.104483886
0.308323941167, 13.105775626
0.311774118909, 13.106747153
0.312926915812, 13.106159241
0.316401265744, 13.107049199
0.319825260833, 13.108426417
0.320945610056, 13.107256412
0.324309119153, 13.108562756
0.327743198054, 13.108916538
0.331238736809, 13.110308555
0.334777945821, 13.11123361
0.335789099596, 13.110160173
0.339320677267, 13.111241219
0.342864538754, 13.111822669
0.346414349975, 13.112388272
0.349965714354, 13.113570091
0.353518649349, 13.114321938
0.354375346346, 13.113560502
0.357899396153, 13.114212083
0.361423895033, 13.115202423
0.364951168452, 13.116052613
0.36848618329, 13.117042168
0.372039851762, 13.117375112
0.375629906139, 13.118450782
0.379264191141, 13.118944804
0.382920970973, 13.120000969
0.386556474725, 13.120168929
0.390132630361, 13.120775783
0.393645812975, 13.12217718
0.397114357718, 13.12155261
0.400559027844, 13.122203415
0.403576122081, 13.12391988
0.403996763651, 13.123646064
0.407040500805, 13.124756785
0.410505170503, 13.124945371
0.413970208074, 13.125219765
0.417435589147, 13.126155411
0.420617979741, 13.127505638
0.420900302707, 13.126058205
0.424109992069, 13.127433476
0.427602323083, 13.127929155
0.431095256205, 13.128348555
0.434587488153, 13.129180025
0.437935372282, 13.130228384
0.438080070023, 13.129149408
0.441455874701, 13.130607643
0.44497669636, 13.131732062
0.44849657953, 13.130939097
0.451982426104, 13.132768887
0.452016234351, 13.132027904
0.45552825073, 13.133628903
0.459070539628, 13.132715409
0.462601710622, 13.134762997
0.466114303704, 13.134321458
0.466189650797, 13.135052117
0.469705391757, 13.135727032
0.473192963033, 13.136625612
0.476652835596, 13.136603486
0.480091456912, 13.138698856
0.480266506792, 13.137351943
0.483714456673, 13.138950227
0.487155508109, 13.138429708
0.490594885496, 13.137973891
0.490840008277, 13.139767971
0.494301864244, 13.139196814
0.497763339195, 13.141203963
0.498054941556, 13.14068834
0.501539768916, 13.141488216
0.505024904524, 13.141410858
0.508512398362, 13.14266551
0.508873878287, 13.142902795
0.512398469948, 13.143230449
0.515948195762, 13.143623694
0.516358090224, 13.144347506
0.519970840519, 13.14435602
0.52362112002, 13.145015306
0.527297726777, 13.146019848
0.527785523366, 13.146350417
0.531506988951, 13.146568362
0.535233478041, 13.146959862
0.538960179548, 13.147850742
0.539529722314, 13.148053671
0.543034214429, 13.14803941
0.546324476529, 13.149257338
0.546903559605, 13.149407913
0.550262447746, 13.149878197
0.553701287238, 13.150290286
0.55428094966, 13.150104039
0.557810098479, 13.151473659
0.561434240888, 13.152488011
0.566136734566, 13.153304435
0.569518051963, 13.152881553
0.57334166157, 13.154911629
0.577136460929, 13.155928375
0.580907323281, 13.155105642
0.581367188362, 13.15543649
0.585122824871, 13.156129271
0.588895701741, 13.157677449
